cue,response,count
glijden,glijbaan,33
glijden,ijs,33
glijden,sneeuw,29
glijden,schaatsen,18
glimlach,blij,29
glimlach,mooi,19
glimlach,lief,17
glimlach,mond,15
glimlachen,blij,22
glimlachen,lief,18
glimlachen,mond,18
glimlachen,geluk,11
glimmen,blinken,44
glimmen,glanzen,16
glimmen,poetsen,11
glimmen,schijnen,11
glimmend,blinkend,29
glimmend,glanzend,18
glimmend,glans,12
glimmend,goud,9
glimp,opvangen,14
glimp,stukje,13
glimp,blik,12
glimworm,licht,40
glimworm,nacht,12
glimworm,vies,12
glimworm,donker,11
glinsteren,blinken,25
glinsteren,ster,24
glinsteren,schitteren,19
glinsteren,ogen,15
glinsterend,diamant,19
glinsterend,blinkend,17
glinsterend,ster,14
glinsterend,water,14
glippen,glijden,23
glippen,glad,17
glippen,stiekem,13
glitter,glamour,42
glitter,feest,12
glitter,glans,12
glitter,disco,9
globaal,algemeen,42
globaal,wereld,31
globaal,geheel,16
globaal,alles,15
globe,aarde,35
globe,wereldbol,32
globe,wereld,29
globe,bol,21
gloed,vuur,42
gloed,warm,36
gloed,rood,29
gloed,warmte,29
gloeien,lamp,48
gloeien,warm,30
gloeien,heet,19
gloeien,koorts,19
gloeiend,heet,83
gloeiend,vuur,30
gloeiend,warm,27
gloeiend,lamp,19
gloeilamp,licht,81
gloeilamp,warmte,19
gloeilamp,warm,18
gloeilamp,edison,16
gloeiworm,licht,45
gloeiworm,nacht,16
gloeiworm,donker,14
glooiend,landschap,47
glooiend,heuvel,21
glooiend,heuvels,20
glorie,eer,30
glorie,overwinning,25
glorie,roem,21
glorieus,overwinning,14
glorieus,roemrijk,9
glorieus,groots,8
gluren,kijken,25
gluren,piepen,19
gluren,stiekem,19
gluren,bespieden,15
goal,voetbal,84
goal,keeper,23
goal,bal,21
goal,doel,12
gocart,zee,27
gocart,racen,18
gocart,snel,17
gocart,rijden,11
god,kerk,27
god,geloof,20
god,hemel,17
god,jezus,16
goddelijk,mooi,22
goddelijk,heerlijk,19
goddelijk,hemels,18
goddelijk,prachtig,12
godin,mooi,16
godin,vrouw,15
godin,grieks,13
godin,god,10
godsdienst,kerk,31
godsdienst,religie,27
godsdienst,god,21
godsdienst,islam,18
godsdienstig,kerk,43
godsdienstig,gelovig,22
godsdienstig,religieus,13
godsdienstig,katholiek,12
godverdomme,vloek,39
godverdomme,vloeken,31
godverdomme,boos,11
godverdomme,kwaad,9
goed,beter,24
goed,best,17
goed,slecht,17
goed,ok,13
goede,slechte,24
goede,sint,15
goede,mensen,12
goederen,trein,32
goederen,transport,20
goederen,vrachtwagen,16
goederen,economie,12
goedgelovig,naief,32
goedgelovig,naïef,26
goedgelovig,braaf,23
goedgelovig,dom,20
goedgezind,blij,54
goedgezind,vrolijk,29
goedgezind,gelukkig,13
goedgezind,opgewekt,12
goedheid,lief,15
goedheid,gul,9
goedheid,braaf,8
goedheid,aardig,6
goedje,spul,28
goedje,vies,12
goedje,smerig,9
goedkeuring,akkoord,18
goedkeuring,ja,11
goedkeuring,ok,10
goedkoop,aldi,22
goedkoop,solden,18
goedkoop,duur,16
goedkoop,geld,13
goedmaken,ruzie,25
goedmaken,bijleggen,20
goedmaken,vriendschap,10
goedmaken,herstellen,8
goeiedag,hallo,49
goeiedag,vriendelijk,28
goeiedag,groet,17
goeiedag,goeiemorgen,13
goeroe,sekte,22
goeroe,leider,13
goeroe,india,8
goesting,zin,61
goesting,eten,25
goesting,lekker,14
gok,casino,27
gok,geld,26
gok,verslaving,18
gok,lotto,16
gokken,geld,43
gokken,casino,36
gokken,verslaving,27
gokken,poker,13
golf,zee,41
golf,water,19
golf,sport,17
golf,bal,15
golfen,sport,33
golfen,gras,21
golfen,balletje,13
golfen,bal,11
golfslag,zee,65
golfslag,water,19
golfslag,zwembad,17
golfslag,surfen,10
golven,zee,84
golven,water,30
golven,surfen,23
golven,strand,16
golvend,zee,73
golvend,haar,48
golvend,water,16
golvend,landschap,13
gom,potlood,78
gom,papier,19
gom,fout,16
gom,wit,16
gommen,potlood,41
gommen,fout,19
gommen,uitwissen,11
gommen,wissen,11
gondel,venetië,55
gondel,boot,43
gondel,venetie,32
gondel,water,31
gong,bel,26
gong,china,25
gong,geluid,16
gong,lawaai,16
gonzen,bijen,28
gonzen,zoemen,21
gonzen,geluid,18
goochelaar,hoed,30
goochelaar,konijn,22
goochelaar,toveren,20
goochelaar,magie,14
goochelen,konijn,36
goochelen,toveren,35
goochelen,hoed,24
goochelen,tovenaar,19
goocheltruc,goochelaar,27
goocheltruc,konijn,27
goocheltruc,hoed,22
goocheltruc,magie,15
google,internet,51
google,zoeken,38
google,zoekmachine,28
google,opzoeken,22
gooien,werpen,65
gooien,bal,52
gooien,smijten,27
gooien,steen,12
goor,vies,63
goor,vuil,59
goor,smerig,15
goot,dak,36
goot,regen,26
goot,water,26
goot,vuil,17
gootsteen,afwas,45
gootsteen,water,41
gootsteen,kraan,20
gootsteen,keuken,16
gordel,auto,87
gordel,veiligheid,24
gordel,riem,17
gordel,veilig,14
gordijn,donker,28
gordijn,raam,26
gordijn,stof,22
gordijn,venster,17
gordijnen,stof,21
gordijnen,donker,18
gordijnen,raam,16
gordijnen,ramen,11
gorgelen,keel,37
gorgelen,water,35
gorgelen,keelpijn,27
gorgelen,geluid,17
gorilla,aap,75
gorilla,groot,26
gorilla,zoo,19
gorilla,oerwoud,17
gothic,zwart,65
gothic,muziek,16
gothic,kerk,7
gothic,kledingstijl,7
gotisch,kerk,37
gotisch,stijl,20
gotisch,bouwstijl,18
gotisch,kathedraal,18
goud,zilver,29
goud,geel,22
goud,geld,22
goud,ring,20
gouden,ring,37
gouden,bruiloft,12
gouden,medaille,11
gouden,zilver,9
goudvis,bokaal,52
goudvis,water,50
goudvis,oranje,43
goudvis,kermis,11
gouverneur,provincie,45
gouverneur,politiek,15
gouverneur,man,7
gozer,jongen,16
gozer,man,15
gozer,kerel,14
gps,auto,42
gps,weg,18
gps,kaart,13
gps,navigatie,8
graad,temperatuur,40
graad,rang,14
graad,diploma,13
graad,leger,12
graaf,kasteel,35
graaf,adel,29
graaf,gravin,25
graaf,baron,15
graag,leuk,14
graag,met plezier,14
graag,liever,12
graag,blij,10
graaien,pakken,23
graaien,grijpen,22
graaien,nemen,20
graaien,stelen,15
graal,heilig,25
graal,beker,19
graal,kelk,10
graan,brood,64
graan,veld,28
graan,tarwe,18
graan,koren,16
graanproduct,brood,63
graanproduct,tarwe,27
graanproduct,gezond,13
graanproduct,cornflakes,12
graat,vis,95
graat,mager,26
graat,verslikken,16
graat,keel,13
grabbelen,graaien,28
grabbelen,nemen,21
grabbelen,pakken,18
grabbelen,ton,17
gracht,water,49
gracht,beek,29
gracht,sloot,11
gracht,amsterdam,10
gracieus,sierlijk,48
gracieus,elegant,38
gracieus,mooi,23
gracieus,stijlvol,11
graf,dood,73
graf,kerkhof,38
graf,zerk,22
graf,steen,15
graffiti,muur,34
graffiti,kunst,29
graffiti,verf,20
graffiti,spuiten,15
grafiek,wiskunde,18
grafiek,tekening,15
grafiek,lijnen,13
grafiek,tabel,13
grafisch,tekenen,23
grafisch,tekening,14
grafisch,computer,10
grafisch,grafiek,10
grafitti,kunst,24
grafitti,muur,18
grafitti,spuitbus,15
grafitti,verf,12
grafsteen,kerkhof,50
grafsteen,dood,47
grafsteen,zerk,29
grafsteen,begraafplaats,10
gram,gewicht,62
gram,kilo,34
gram,weinig,17
gram,weegschaal,14
grammatica,taal,38
grammatica,moeilijk,16
grammatica,nederlands,14
grammatica,frans,12
granaat,oorlog,63
granaat,appel,25
granaat,ontploffing,15
granaat,bom,13
grandioos,groots,38
grandioos,fantastisch,31
grandioos,geweldig,24
grandioos,enorm,16
granen,brood,56
granen,tarwe,27
granen,cornflakes,16
granen,ontbijt,12
graniet,steen,63
graniet,hard,45
graniet,zwart,13
graniet,keuken,12
grap,lachen,65
grap,mop,37
grap,leuk,18
grap,humor,12
grapefruit,pompelmoes,40
grapefruit,bitter,21
grapefruit,fruit,19
grapefruit,lekker,11
grapjas,lachen,31
grapjas,lolbroek,22
grapjas,clown,20
grapjas,leuk,17
grapje,lachen,71
grapje,mop,35
grapje,leuk,17
grapje,humor,14
grappen,lachen,60
grappen,moppen,27
grappen,grollen,21
grappen,humor,20
grappig,lachen,53
grappig,leuk,28
grappig,mop,27
grappig,humor,19
gras,groen,90
gras,zomer,23
gras,tuin,19
gras,grasmaaier,6
grasgroen,gras,22
grasgroen,fris,17
grasgroen,kleur,17
grasgroen,lente,16
grasmaaier,gras,41
grasmaaier,zomer,39
grasmaaier,tuin,36
grasmaaier,lawaai,23
grasmachine,gras,45
grasmachine,lawaai,29
grasmachine,groen,24
grasmachine,tuin,23
grasspriet,groen,63
grasspriet,zomer,20
grasspriet,gazon,16
grasspriet,gras,13
grasveld,groen,47
grasveld,voetbal,46
grasveld,spelen,15
grasveld,tuin,13
graten,vis,88
graten,keel,11
graten,vervelend,10
gratie,koning,30
gratie,verlenen,13
gratie,gevangenis,11
gratis,goedkoop,11
gratis,leuk,10
gratis,voor niets,9
gratis,cadeau,8
grauw,grijs,57
grauw,donker,24
grauw,vuil,14
grauw,weer,12
gravel,tennis,53
gravel,rood,26
gravel,steentjes,21
graven,put,32
graven,kerkhof,27
graven,graf,15
graven,schop,14
gravin,graaf,54
gravin,kasteel,42
gravin,adel,37
gravin,rijk,24
grazen,koe,67
grazen,gras,45
grazen,koeien,31
grazen,weide,25
greenpeace,milieu,25
greenpeace,groen,24
greenpeace,boot,19
greenpeace,natuur,17
greep,handvat,20
greep,judo,19
greep,hand,13
grenadine,rood,63
grenadine,zoet,30
grenadine,water,27
grenadine,drank,10
grendel,slot,65
grendel,deur,45
grendel,poort,11
grens,land,34
grens,lijn,19
grens,limiet,18
grens,douane,15
grenzen,landen,26
grenzen,land,15
grenzen,douane,13
grenzen,afbakening,10
greppel,gracht,48
greppel,water,34
greppel,sloot,17
greppel,goot,15
gretig,gulzig,42
gretig,graag,31
gretig,hebberig,18
gretig,eten,12
grief,klacht,19
grief,boos,12
grief,verdriet,12
grieken,romeinen,24
grieken,oudheid,17
grieken,griekenland,14
grieken,athene,11
griekenland,zon,38
griekenland,athene,18
griekenland,vakantie,18
griekenland,warm,16
grieks,latijn,26
grieks,taal,17
grieks,eten,16
grieks,griekenland,15
grienen,wenen,50
grienen,huilen,27
grienen,tranen,14
griep,ziek,63
griep,koorts,46
griep,vaccin,16
griep,ziekte,11
griet,meisje,64
griet,vis,46
griet,naam,14
grietje,meisje,66
grietje,hans,41
grietje,sprookje,21
grietje,heks,11
griezel,film,21
griezel,monster,21
griezel,eng,20
griezel,engerd,19
griezelen,halloween,28
griezelen,film,26
griezelen,spoken,18
griezelen,bang,17
griezelig,eng,35
griezelig,donker,31
griezelig,film,23
griezelig,bang,14
griffel,lei,37
griffel,schrijven,22
griffel,pen,15
griffier,rechtbank,54
griffier,schrijven,23
griffier,rechter,13
grijns,lach,37
grijns,gezicht,15
grijns,vals,15
grijns,lachen,12
grijnzen,lachen,55
grijnzen,vals,12
grijnzen,glimlachen,8
grijpen,pakken,48
grijpen,nemen,42
grijpen,handen,11
grijpen,kraan,10
grijptang,gereedschap,15
grijptang,nagel,12
grijptang,ijzer,9
grijs,oud,36
grijs,muis,25
grijs,zwart,22
grijs,wit,17
grijsaard,oud,56
grijsaard,baard,21
grijsaard,man,16
grijsaard,opa,16
gril,vlees,18
gril,mode,14
gril,barbecue,10
gril,rooster,9
grill,vlees,57
grill,barbecue,21
grill,zomer,19
grill,barbeque,16
grillen,vlees,25
grillen,barbecue,15
grillen,bakken,11
grillen,barbeque,11
grillig,weer,18
grillig,onvoorspelbaar,12
grillig,wispelturig,11
grimas,gezicht,36
grimas,pijn,27
grimas,clown,16
grimas,grijns,15
grimmig,boos,22
grimmig,nors,17
grimmig,donker,10
grimmig,kwaad,9
grind,steentjes,31
grind,oprit,28
grind,zand,21
grind,steen,14
groef,spleet,13
groef,gleuf,11
groef,graven,11
groei,kind,26
groei,economie,14
groei,groot,13
groei,lengte,11
groeien,kind,25
groeien,kinderen,19
groeien,groot,13
groeien,boom,11
groen,gras,67
groen,kleur,22
groen,natuur,17
groen,boom,15
groenblauw,zee,48
groenblauw,kleur,29
groenblauw,appelblauwzeegroen,12
groenblauw,water,12
groente,sla,38
groente,gezond,31
groente,tomaat,24
groente,fruit,22
groenteboer,sla,18
groenteboer,groenten,16
groenteboer,gezond,15
groenteboer,vers,15
groenten,gezond,47
groenten,sla,25
groenten,fruit,23
groenten,lekker,17
groentetuin,sla,27
groentetuin,gezond,16
groentetuin,vers,14
groentetuin,werk,10
groep,mensen,27
groep,samen,15
groep,bende,13
groep,team,12
groepen,mensen,31
groepen,jeugdbeweging,10
groepen,samen,8
groepen,bendes,7
groet,hallo,39
groet,dag,31
groet,vriendelijk,15
groet,ave,11
groeten,hallo,26
groeten,beleefd,14
groeten,dag,13
groeten,vriendelijk,12
groeve,steen,24
groeve,mijn,18
groeve,zand,10
groezelig,vuil,48
groezelig,vies,34
groezelig,smerig,16
grof,onbeleefd,37
grof,ruw,22
grof,brood,10
grof,brutaal,9
grol,grap,59
grol,mop,20
grol,lachen,11
grom,beer,39
grom,hond,38
grom,boos,24
grommen,hond,51
grommen,beer,23
grommen,boos,17
grommen,brommen,15
grond,aarde,61
grond,bruin,19
grond,zand,16
grond,hard,10
grondig,goed,21
grondig,degelijk,16
grondig,diepgaand,15
grondig,onderzoek,12
grondstof,erts,24
grondstof,aarde,18
grondstof,olie,18
grondstof,basis,17
grondwet,rechten,14
grondwet,land,13
grondwet,politiek,11
grondwet,basis,10
groot,klein,45
groot,reus,40
groot,lang,14
grootmoeder,oma,54
grootmoeder,oud,35
grootmoeder,lief,16
grootmoeder,dood,11
grootouder,oma,51
grootouder,opa,45
grootouder,oud,25
grootouder,kleinkind,12
grootouders,oma,31
grootouders,opa,25
grootouders,oud,21
grootouders,kleinkinderen,13
groots,enorm,22
groots,immens,9
groots,feest,6
groots,gebouw,6
grootst,kleinst,18
grootst,groter,14
grootst,enorm,13
grootst,reus,10
grootte,lengte,37
grootte,omvang,21
grootte,maat,14
grootvader,opa,59
grootvader,oud,35
grootvader,bompa,12
grootvader,dood,9
gros,veel,31
gros,hoeveelheid,17
gros,144,13
grot,donker,42
grot,koud,20
grot,vochtig,14
grot,nat,10
groter,kleiner,32
groter,reus,15
groter,meer,13
groter,grootst,10
grotesk,groot,20
grotesk,belachelijk,17
grotesk,overdreven,17
gruis,stof,28
gruis,steen,22
gruis,grijs,14
grut,klein,47
grut,kinderen,13
grut,kind,8
grutten,goeie,10
grutten,pap,8
grutten,eten,5
gruwel,horror,21
gruwel,moord,13
gruwel,vies,12
gruwel,oorlog,11
gruwelijk,erg,18
gruwelijk,horror,18
gruwelijk,moord,18
gruwelijk,vreselijk,17
gsm,sms,52
gsm,bellen,47
gsm,telefoon,21
gsm,vrienden,15
guerilla,oorlog,51
guerilla,verzet,11
guerilla,leger,9
guerilla,zuid-amerika,9
guit,kind,13
guit,guitig,11
guit,kapoen,10
guitig,grappig,24
guitig,lief,20
guitig,kind,19
guitig,leuk,17
gul,vrijgevig,54
gul,geld,36
gul,geven,17
gul,genereus,9
gulden,nederland,54
gulden,geld,36
gulden,goud,24
gulden,gouden,15
gulp,broek,61
gulp,rits,44
gulp,man,24
gulp,open,18
gulzig,eten,41
gulzig,dik,19
gulzig,veelvraat,15
gulzig,schrokken,14
gum,potlood,35
gum,gom,17
gum,kauwgom,17
gunnen,geven,42
gunnen,toelaten,8
gunnen,toestaan,7
gunst,voordeel,24
gunst,vragen,15
gunst,plezier,11
gunstig,goed,54
gunstig,positief,50
gunstig,voordelig,18
gunstig,voordeel,9
guppie,vis,45
guppie,aquarium,22
guppie,visje,16
guur,koud,47
guur,wind,36
guur,weer,27
guur,regen,26
gym,turnen,31
gym,sport,25
gym,fitness,11
gym,school,11
gymlokaal,turnen,29
gymlokaal,sport,18
gymlokaal,bok,17
gymlokaal,school,15
gymmen,turnen,52
gymmen,sport,22
gymmen,school,14
gymmen,sporten,13
gymnastiek,turnen,58
gymnastiek,school,19
gymnastiek,sport,16
gymnastiek,lenig,15
gympjes,turnen,37
gympjes,wit,29
gympjes,schoenen,18
gympjes,sport,16
gymschoen,sport,35
gymschoen,turnen,32
gymschoen,wit,31
gymschoen,lopen,22
gymzaal,turnen,45
gymzaal,school,26
gymzaal,sport,19
gymzaal,bok,10
haag,groen,48
haag,tuin,29
haag,snoeien,17
haag,afsluiting,13
haai,zee,44
haai,tanden,40
haai,gevaarlijk,24
haai,vis,19
haak,kapitein,27
haak,vis,25
haak,vissen,17
haak,kapstok,16
haaks,recht,23
haaks,hoek,22
haaks,loodrecht,17
haaks,tegendraads,14
haalbaar,mogelijk,36
haalbaar,doenbaar,24
haalbaar,te doen,15
haalbaar,realistisch,10
haan,kip,67
haan,kraaien,23
haan,ei,18
haan,ochtend,15
haar,lang,23
haar,kapper,22
haar,blond,19
haar,bruin,12
haard,vuur,58
haard,warmte,37
haard,gezellig,36
haard,hout,32
haardos,krullen,27
haardos,kapper,21
haardos,pruik,15
haardroger,haar,23
haardroger,kapper,23
haardroger,warm,23
haardroger,nat,18
haardvuur,gezellig,51
haardvuur,warm,41
haardvuur,warmte,32
haardvuur,hout,28
haarkapper,knippen,33
haarkapper,schaar,23
haarkapper,coiffeur,12
haarkapper,duur,10
haarkleur,blond,61
haarkleur,bruin,46
haarkleur,rood,21
haarkleur,zwart,20
haarspeld,haar,25
haarspeld,lang haar,13
haarspeld,bocht,11
haarspeld,kapper,11
haartooi,kapsel,32
haartooi,kapper,31
haartooi,haar,10
haartooi,haardracht,7
haas,konijn,44
haas,snel,30
haas,wild,20
haas,oren,18
haast,spoed,54
haast,snel,42
haast,stress,24
haast,vlug,15
haasten,stress,27
haasten,snel,22
haasten,lopen,18
haasten,spoed,17
haastig,snel,68
haastig,vlug,30
haastig,rap,23
haastig,spoed,21
haat,liefde,33
haat,woede,14
haat,ruzie,11
haat,vijand,10
habbekrats,weinig,37
habbekrats,goedkoop,25
habbekrats,geld,13
hacker,computer,52
hacker,internet,17
hacker,virus,16
hacker,inbreker,15
hagedis,groen,28
hagedis,reptiel,18
hagedis,staart,17
hagedis,dier,14
hagel,sneeuw,34
hagel,koud,26
hagel,regen,25
hagel,ijs,15
hagelen,koud,28
hagelen,winter,22
hagelen,sneeuw,21
hagelen,ijs,12
hagelslag,chocolade,38
hagelslag,boterham,31
hagelslag,lekker,14
hagelslag,brood,13
hagelwit,sneeuw,57
hagelwit,tanden,24
hagelwit,sneeuwwit,9
hak,schoen,64
hak,bijl,24
hak,hoog,16
hak,groenten,12
haken,breien,37
haken,handwerk,16
haken,ogen,12
hakkelen,stotteren,77
hakkelen,haperen,9
hakkelen,spreken,7
hakken,schoenen,30
hakken,bijl,19
hakken,dansen,15
hakken,hout,14
hal,inkom,43
hal,huis,18
hal,gang,17
hal,groot,15
halen,brengen,28
halen,nemen,14
halen,boodschappen,11
half,vol,32
half,helft,25
half,leeg,16
halfbroer,familie,29
halfbroer,halfzus,19
halfbroer,scheiding,11
halfzus,familie,28
halfzus,halfbroer,20
halfzus,scheiding,13
hallo,dag,35
hallo,telefoon,35
hallo,hoi,29
hallo,groet,22
halloween,pompoen,62
halloween,oranje,19
halloween,snoep,19
halloween,amerika,18
hallucinatie,drugs,41
hallucinatie,droom,21
hallucinatie,dromen,10
hallucinatie,waanbeeld,10
halm,stro,65
halm,koren,25
halm,graan,23
halo,telefoon,12
halo,licht,10
halo,zon,10
hals,nek,59
hals,ketting,39
hals,hoofd,13
hals,lang,13
halsband,hond,84
halsband,ketting,31
halsband,kat,12
halsband,wandelen,12
halsketting,goud,32
halsketting,juweel,31
halsketting,mooi,26
halsketting,zilver,16
halssnoer,ketting,50
halssnoer,parels,44
halssnoer,mooi,21
halssnoer,goud,15
halt,stop,79
halt,bus,23
halt,politie,18
halt,sta,12
halte,bus,81
halte,stop,32
halte,tram,23
halte,trein,23
ham,hesp,44
ham,varken,39
ham,vlees,28
ham,lekker,16
hamburger,vet,27
hamburger,vlees,17
hamburger,ketchup,16
hamburger,vettig,16
hamer,nagel,51
hamer,kloppen,22
hamer,spijker,20
hamer,slaan,11
hameren,kloppen,30
hameren,timmeren,23
hameren,hamer,22
hameren,nagel,18
hamster,klein,31
hamster,kooi,29
hamster,dier,18
hamster,knaagdier,14
hamsteren,verzamelen,33
hamsteren,oorlog,21
hamsteren,opslaan,15
hamsteren,hamster,10
hand,vingers,33
hand,vinger,22
hand,ring,14
hand,geven,10
handbal,sport,56
handbal,bal,26
handbal,goal,11
handbal,net,11
handboei,politie,68
handboei,gevangenis,22
handboei,gevangen,14
handboei,gevangene,14
handboeien,politie,59
handboeien,gevangenis,34
handboeien,gevangene,15
handboeien,dief,13
handboek,handleiding,22
handboek,leren,21
handboek,school,20
handboek,studie,12
handdoek,afdrogen,29
handdoek,zacht,24
handdoek,douche,21
handdoek,afwas,18
handdruk,stevig,25
handdruk,vriendschap,23
handdruk,begroeting,15
handdruk,groet,10
handel,winkel,28
handel,economie,23
handel,verkoop,20
handel,geld,19
handelaar,winkel,39
handelaar,verkoper,20
handelaar,geld,17
handelaar,zelfstandige,17
handelen,doen,70
handelen,actie,28
handelen,uitvoeren,12
handelen,werken,12
handeling,doen,53
handeling,daad,30
handeling,actie,20
handen,vingers,32
handen,werken,26
handen,voeten,17
handen,nagels,11
handenarbeid,fabriek,19
handenarbeid,werken,15
handenarbeid,zwaar,14
handenarbeid,arbeider,12
handhaven,orde,31
handhaven,politie,21
handhaven,behouden,15
handhaven,wet,14
handicap,rolstoel,36
handicap,blind,9
handicap,moeilijk,9
handicap,gebrek,8
handig,gemakkelijk,23
handig,harry,18
handig,praktisch,10
handig,klusjes,9
handigheid,knutselen,12
handigheid,slim,11
handigheid,klusjes,9
handigheid,vaardigheid,9
handkar,kruiwagen,26
handkar,duwen,18
handkar,vroeger,12
handleiding,gebruiksaanwijzing,19
handleiding,uitleg,17
handleiding,boek,9
handleiding,moeilijk,9
handpalm,lijnen,27
handpalm,hand,26
handpalm,vingers,11
handpalm,levenslijn,9
handrem,auto,79
handrem,stoppen,22
handrem,stop,8
handrem,helling,7
handschoen,winter,41
handschoen,koud,22
handschoen,warm,19
handschoen,sneeuw,17
handschoenen,winter,43
handschoenen,koud,37
handschoenen,warm,32
handschoenen,sneeuw,17
handschrift,pen,22
handschrift,schrijven,20
handschrift,brief,16
handschrift,mooi,13
handtas,vrouw,30
handtas,geld,18
handtas,portefeuille,14
handtas,rommel,14
handtekening,officieel,18
handtekening,persoonlijk,15
handtekening,naam,14
handtekening,krabbel,13
handvat,deur,25
handvat,oor,24
handvat,greep,14
handvat,klink,12
handwerk,breien,38
handwerk,naaien,28
handwerk,kant,17
handwerk,borduren,13
hanepoot,geschrift,24
hanepoot,haan,22
hanepoot,kip,15
hangar,vliegtuig,37
hangar,loods,30
hangar,groot,19
hangar,opslagplaats,11
hangen,kapstok,18
hangen,was,15
hangen,touw,12
hangen,ophangen,9
hangend,borsten,10
hangend,lui,7
hangend,takken,7
hangende,borsten,10
hangende,tuinen,10
hangende,bezig,9
hangende,onbeslist,9
hanger,ketting,33
hanger,kapstok,24
hanger,juweel,17
hanger,kleren,14
hangerig,moe,34
hangerig,lui,33
hangerig,ziek,28
hangkast,kleren,25
hangkast,kapstok,17
hangkast,keuken,13
hangkast,kleding,13
hangmat,zon,24
hangmat,zomer,23
hangmat,lui,21
hangmat,vakantie,21
hannesen,prutsen,5
hannesen,knoeien,4
hannesen,plagen,4
hap,eten,60
hap,beet,38
hap,bijten,14
hap,boterham,10
hapje,eten,33
hapje,lekker,26
hapje,snack,18
hapje,aperitief,11
hapjes,aperitief,25
hapjes,eten,22
hapjes,lekker,19
hapjes,receptie,18
happy,blij,51
happy,gelukkig,45
happy,vrolijk,18
happy,lachen,10
hard,steen,44
hard,zacht,40
hard,pijn,17
hardhandig,slaan,24
hardhandig,ruw,22
hardhandig,geweld,14
hardhandig,pijn,14
hardlopen,sport,30
hardlopen,atletiek,20
hardlopen,vermoeiend,16
hardlopen,moe,10
hardop,luid,72
hardop,praten,18
hardop,lezen,16
hardop,spreken,16
hardware,computer,77
hardware,software,35
hardware,pc,18
hardware,printer,9
harem,vrouwen,67
harem,man,10
harem,sjeik,9
haren,kapper,26
haren,hoofd,15
haren,kammen,15
haren,knippen,13
harig,aap,22
harig,hond,20
harig,dier,15
harig,spin,14
haring,vis,71
haring,zee,25
haring,eten,10
haring,water,10
hark,tuin,75
hark,bladeren,31
hark,herfst,14
hark,gras,13
harken,tuin,67
harken,bladeren,40
harken,herfst,17
harken,onkruid,15
harlekijn,clown,43
harlekijn,nar,37
harlekijn,pop,17
harlekijn,grappig,10
harmonica,muziek,61
harmonica,instrument,21
harmonica,mond,19
harmonica,muziekinstrument,12
harmonie,muziek,45
harmonie,fanfare,19
harmonie,rust,15
harmonie,vrede,14
harmonieus,evenwichtig,20
harmonieus,muziek,19
harmonieus,mooi,13
harmonieus,samen,13
harnas,ridder,67
harnas,middeleeuwen,29
harnas,ijzer,23
harnas,bescherming,19
harp,muziek,57
harp,snaren,31
harp,engel,13
harp,instrument,13
harpoen,walvis,35
harpoen,vis,32
harpoen,zee,19
harpoen,boot,15
harry,potter,33
harry,naam,17
harry,handig,16
hars,boom,56
hars,plakkerig,22
hars,ontharen,12
hars,pijn,11
hart,liefde,40
hart,rood,34
hart,bloed,28
hart,kloppen,17
hartaanval,dood,42
hartaanval,ziekenhuis,17
hartaanval,pijn,13
hartaanval,hart,10
hartelijk,vriendelijk,33
hartelijk,warm,31
hartelijk,lief,20
hartelijk,open,9
harteloos,hard,28
harteloos,koud,19
harteloos,gevoelloos,13
harteloos,wreed,13
harten,kaarten,45
harten,liefde,38
harten,rood,17
harten,kaartspel,16
hartig,lekker,25
hartig,warm,15
hartig,zout,13
hartig,eten,11
hartslag,leven,23
hartslag,ritme,18
hartslag,hart,17
hartslag,kloppen,12
hartstocht,liefde,66
hartstocht,passie,53
hartstocht,verlangen,7
hartvormig,liefde,51
hartvormig,rood,42
hartvormig,valentijn,27
hartvormig,hart,20
hasj,drugs,35
hasj,drug,19
hasj,wiet,16
hasj,roken,11
hatelijk,gemeen,23
hatelijk,vervelend,15
hatelijk,ruzie,10
hatelijk,boos,9
haten,vijand,12
haten,negatief,11
haten,woede,11
haten,ruzie,10
hautain,uit de hoogte,18
hautain,dikke nek,15
hautain,arrogant,13
haveloos,arm,22
haveloos,zwerver,15
haveloos,onverzorgd,11
haven,water,31
haven,boten,23
haven,boot,22
haven,antwerpen,21
haver,paard,73
haver,graan,18
haver,mout,16
haver,pap,14
havermout,pap,70
havermout,ontbijt,28
havermout,melk,11
havermout,gezond,9
havik,vogel,57
havik,roofvogel,28
havik,bek,13
havik,snavel,8
hawaii,eiland,29
hawaii,zon,26
hawaii,strand,22
hawaii,vakantie,17
hazelaar,boom,50
hazelaar,noten,22
hazelaar,noot,20
hazelaar,struik,20
hazelnoot,choco,41
hazelnoot,eekhoorn,37
hazelnoot,boom,30
hazelnoot,nutella,16
hebbeding,gadget,15
hebbeding,leuk,15
hebbeding,klein,11
hebben,bezit,30
hebben,krijgen,24
hebben,bezitten,23
hebben,zijn,18
hebberig,gierig,18
hebberig,egoïstisch,17
hebberig,bezitterig,15
hebzucht,geld,34
hebzucht,gierig,18
hebzucht,materialisme,9
hecht,band,23
hecht,vast,18
hecht,vriendschap,14
hecht,dicht,13
hechten,naaien,32
hechten,wonde,23
hechten,dokter,14
hechten,draad,12
hechting,wonde,36
hechting,naaien,23
hechting,naald,15
hechting,draad,14
hectisch,druk,63
hectisch,stress,26
hectisch,chaos,21
hectisch,chaotisch,17
